,country_name,year,population,gdp,rural_population_percent,electricity_access_percent,project_cost,gdp_per_capita
563,Fiji,2016,0.00012024485655063909,5.858302478874251e-05,0.4593420994180622,0.9864591409092383,0.0015939518069972107,0.27359444860798743
564,Georgia,1994,0.0006479168801890093,3.132150399712399e-05,0.45955310736973026,0.9804609977599756,0.0008399639579101696,0.02216702641177012
565,Georgia,1995,0.0006274305602301417,3.359238030410724e-05,0.4622073652880813,0.9820818721276827,0.0021211211058337616,0.02516691143893918
566,Georgia,1996,0.0006084194101171131,3.8663179827095115e-05,0.46488383456976573,0.9835803587683355,0.0029585397184169306,0.030931725479836223
567,Georgia,1997,0.0005932675657280471,4.3914102235700374e-05,0.46754919816978363,0.9849261659564733,0.006363363317501285,0.036962392369061424
568,Georgia,1998,0.0005831831651197033,4.521576805932218e-05,0.4702145617698014,0.9860912147123223,0.0010690450373402158,0.038987296572562564
569,Georgia,1999,0.0005750667512999326,3.493544949261459e-05,0.47289103105148583,0.9870571163561955,0.003422075384078469,0.029343478235272617
570,Georgia,2000,0.0005674159691404572,3.818834443746258e-05,0.47556750033317036,0.9878257021259038,0.001976602054489621,0.03311505600327339
571,Georgia,2001,0.0005610777808027774,4.0236004411957554e-05,0.47823286393318815,0.9884252036043703,0.004699838738232727,0.0356541939499399
572,Georgia,2002,0.0005567081818830843,4.2463338803010085e-05,0.4793989605081959,0.9989998999900013,0.0021785327837649956,0.03828055034968776
573,Georgia,2003,0.0005511653974126243,4.9989322412487033e-05,0.47874372528985826,0.9893202973862075,0.0010288851444030967,0.046574488861792725
574,Georgia,2004,0.0005457821758191393,6.432094471086883e-05,0.4780884900715205,0.9897343860362825,0.0017121689566290124,0.06218667380830128
575,Georgia,2005,0.0005404341076081183,8.056594295279859e-05,0.47743325485318283,0.9793484760633064,0.0020026211400545157,0.0801387616139325
576,Georgia,2006,0.0005353370680273025,9.743097325735933e-05,0.4768224423615121,0.9907951305384655,0.002919793906217034,0.0990656376399604
577,Georgia,2007,0.0005303694598527782,0.00012810733198334947,0.47626715827817495,0.9915483796915041,0.0029492067855512623,0.13329340359977299
578,Georgia,2008,0.00052610358015106,0.00016124429791218258,0.475711874194838,0.9924948244336321,0.004479807775520905,0.17062322217176837
579,Georgia,2009,0.0005203431125446179,0.00013561306743417777,0.4746235173914974,0.9936366775105393,0.012552229072029313,0.14426146162361334
580,Georgia,2010,0.0005150048872806869,0.00014662927136630072,0.4730020878681533,0.9949558554488371,0.002686753400722765,0.15810920610612605
581,Georgia,2011,0.0005095642150164321,0.00018196395319170996,0.47136955266314234,0.996402991129199,0.0011394662580538968,0.19971060889306358
582,Georgia,2012,0.0005043704199353105,0.00019980585234748329,0.46974812313979825,1.0,0.008873356626071237,0.22215367614527756
583,Georgia,2013,0.0005003390969931571,0.0002035157877739025,0.4681155879347874,0.9989848838399493,0.00470379816429695,0.2282483198476762
584,Georgia,2014,0.0004971750247360978,0.0002081821879021853,0.46634978454977555,1.0,0.010131888482199269,0.23512901343643788
585,Georgia,2015,0.0004969046450058315,0.00017639001918564134,0.4644285016214294,0.9999349910577,0.010227763156182955,0.19849075428761848
586,Georgia,2016,0.0004972012056361806,0.00018124864619789195,0.46237395051308244,1.0,0.0028635134928755783,0.20398499757758973
587,Ghana,1990,0.002012374730254512,7.397339292935637e-05,0.6554462262893695,0.23528615373915318,0.016672011891853366,0.015267488245403561
588,Ghana,1991,0.002066460251419575,8.291259143530806e-05,0.6473501843543156,0.25679772338361856,0.01157566491490345,0.01720185836455805
589,Ghana,1992,0.002121528326364213,8.06044738763119e-05,0.6391875083292612,0.27830418082252734,0.007505940553177071,0.015972572629162896
590,Ghana,1993,0.0021774163790643846,7.494748089174446e-05,0.6309804095775399,0.30593059306085746,0.010223803730118731,0.013911766651983164
591,Ghana,1994,0.0022330566841167144,6.835471175713334e-05,0.6226955710541513,0.3211947079732916,0.002522720035204954,0.011714665133082818
592,Ghana,1995,0.00228851954828613,8.125195398198392e-05,0.6143663098040958,0.34251764104780136,0.01548984039553535,0.014530874512703077
593,Ghana,1996,0.0023441139195853737,8.718950902735153e-05,0.6059704144640398,0.36371814824446963,0.014053134366517282,0.015502459631753954
594,Ghana,1997,0.0024008437116587937,8.663756490726466e-05,0.5975523077606503,0.38476570893310846,0.0027546292761094454,0.01486149951017628
595,Ghana,1998,0.002459389159196776,9.408922379069854e-05,0.5890675669672605,0.4259425942607092,0.004822015313928752,0.016109662103735614
596,Ghana,1999,0.0025198664357585113,9.710175679853967e-05,0.5805606148105371,0.42627948860688103,0.012282705283514703,0.016267194228790385
597,Ghana,2000,0.0025834680110360035,6.252218243584944e-05,0.5722868819688152,0.4466997740435821,0.006985276025731744,0.008008438622303365
598,Ghana,2001,0.002651291808862135,6.671628881352975e-05,0.5648238638887655,0.4669359437786743,0.036807107509164654,0.008560690442982459
599,Ghana,2002,0.002722647550722959,7.74758619926875e-05,0.5573386344453822,0.4870486194138689,0.0007947133743190493,0.010454890766044101
600,Ghana,2003,0.0027958635426249567,9.600297330242866e-05,0.5498311936386655,0.4829482948306387,0.03672509082640575,0.013840627390398229
601,Ghana,2004,0.0028706353897554014,0.00011178636457797479,0.5422904357869486,0.5271460892437703,0.014716903864569527,0.016490553147554456
602,Ghana,2005,0.0029473688625861636,0.00013516855389746104,0.5347607836168984,0.5472521647926862,0.005602587880875576,0.02047453767672094
603,Ghana,2006,0.0030259149777344197,0.0002574718790544215,0.5272089200835147,0.5508895897176785,0.008528320926188944,0.04307088179219508
604,Ghana,2007,0.003106032616475878,0.00031243300345754174,0.5196459508684643,0.5878821051670038,0.02002338323907071,0.05199860241870845
605,Ghana,2008,0.003187467603115618,0.0003600509007763418,0.5120718759717471,0.604960496050488,0.004937687118233553,0.05912288569133022
606,Ghana,2009,0.0032698179838347215,0.00032783811397571683,0.5045200124383634,0.6293525073951229,0.016463859207334213,0.05180726147407142
